

TrainId=1 Delay=9853 FreeRun=3486 	Final Delay=380494
T20 Train34 AimedDepartureTime=20397 WaitTime=0 BaseTime=20397 RunTime=160	OptSolTime=20397
T21 Train34 AimedDepartureTime=20557 WaitTime=0 BaseTime=20557 RunTime=158	OptSolTime=20557
T22 Train34 AimedDepartureTime=20715 WaitTime=0 BaseTime=20715 RunTime=268	OptSolTime=20715
T23 Train34 AimedDepartureTime=20983 WaitTime=0 BaseTime=20983 RunTime=278	OptSolTime=20983

TrainId=35 Delay=0 FreeRun=26418 	Final Delay=0
T33 Train35 AimedDepartureTime=18346 WaitTime=0 BaseTime=18346 RunTime=262	OptSolTime=18346
T32 Train35 AimedDepartureTime=18608 WaitTime=0 BaseTime=18608 RunTime=398	OptSolTime=18608
T31 Train35 AimedDepartureTime=19036 WaitTime=30 BaseTime=19036 RunTime=270	OptSolTime=19036
T30 Train35 AimedDepartureTime=19326 WaitTime=20 BaseTime=19326 RunTime=380	OptSolTime=19326
T29 Train35 AimedDepartureTime=19736 WaitTime=30 BaseTime=19736 RunTime=870	OptSolTime=19736
T28 Train35 AimedDepartureTime=20626 WaitTime=20 BaseTime=20626 RunTime=560	OptSolTime=20626
T27 Train35 AimedDepartureTime=21246 WaitTime=60 BaseTime=21246 RunTime=195	OptSolTime=21246
T26 Train35 AimedDepartureTime=21441 WaitTime=0 BaseTime=21441 RunTime=165	OptSolTime=21441
T25 Train35 AimedDepartureTime=21636 WaitTime=30 BaseTime=21636 RunTime=390	OptSolTime=21636
T24 Train35 AimedDepartureTime=22036 WaitTime=10 BaseTime=22036 RunTime=310	OptSolTime=22036
T23 Train35 AimedDepartureTime=22376 WaitTime=30 BaseTime=22376 RunTime=330	OptSolTime=22376
T22 Train35 AimedDepartureTime=22736 WaitTime=30 BaseTime=22736 RunTime=270	OptSolTime=22736
T21 Train35 AimedDepartureTime=23006 WaitTime=0 BaseTime=23006 RunTime=120	OptSolTime=23006
T20 Train35 AimedDepartureTime=23156 WaitTime=30 BaseTime=23156 RunTime=150	OptSolTime=23156
T19 Train35 AimedDepartureTime=23306 WaitTime=0 BaseTime=23306 RunTime=180	OptSolTime=23306
T18 Train35 AimedDepartureTime=23486 WaitTime=0 BaseTime=23486 RunTime=180	OptSolTime=23486
T17 Train35 AimedDepartureTime=23666 WaitTime=0 BaseTime=23666 RunTime=240	OptSolTime=23666
T16 Train35 AimedDepartureTime=23926 WaitTime=20 BaseTime=23926 RunTime=80	OptSolTime=23926
T15 Train35 AimedDepartureTime=24026 WaitTime=20 BaseTime=24026 RunTime=140	OptSolTime=24026
T14 Train35 AimedDepartureTime=24186 WaitTime=20 BaseTime=24186 RunTime=260	OptSolTime=24186
T13 Train35 AimedDepartureTime=24476 WaitTime=30 BaseTime=24476 RunTime=330	OptSolTime=24476
T12 Train35 AimedDepartureTime=24826 WaitTime=20 BaseTime=24826 RunTime=140	OptSolTime=24826
T11 Train35 AimedDepartureTime=24986 WaitTime=20 BaseTime=24986 RunTime=80	OptSolTime=24986
T10 Train35 AimedDepartureTime=25066 WaitTime=0 BaseTime=25066 RunTime=420	OptSolTime=25066
T9 Train35 AimedDepartureTime=25606 WaitTime=120 BaseTime=25606 RunTime=240	OptSolTime=25606
T8 Train35 AimedDepartureTime=25876 WaitTime=30 BaseTime=25876 RunTime=210	OptSolTime=25876
T7 Train35 AimedDepartureTime=26116 WaitTime=30 BaseTime=26116 RunTime=113	OptSolTime=26116
T5 Train35 AimedDepartureTime=26229 WaitTime=0 BaseTime=26229 RunTime=42	OptSolTime=26229
T3 Train35 AimedDepartureTime=26271 WaitTime=0 BaseTime=26271 RunTime=147	OptSolTime=26271
T1 Train35 AimedDepartureTime=26418 WaitTime=0 BaseTime=26418 RunTime=268	OptSolTime=26418
